drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
drama,Katt,M,domestic_worker,elementary_professions,lower_class,"
            
KATT:

            
— — So, so. 
(Paus.)

          
",1,fuchs-heimlichi-lieb,12,1,0.0833333333333333,,,,,,,,,,,
drama,Mejel,F,,,,"
            
MEJEL:

            
Viel Aerwet — Katt.

          
",1,fuchs-heimlichi-lieb,7,1,0.1428571428571428,,,,,,,,,,,
drama,Katt,M,domestic_worker,elementary_professions,lower_class,"
            
KATT:

            
E Wünder, wann de Bür morn Hochzitt mocht. 
(Paus.)

          
",1,fuchs-heimlichi-lieb,16,4,0.25,,,,,,,,,,,
drama,Mejel,F,,,,"
            
MEJEL:

            
Ja — vellicht brüche nr noch ebs.

          
",1,fuchs-heimlichi-lieb,10,2,0.2,,,,,,,,,,,
drama,Mejel,F,,,,"
            
MEJEL:

            
Oder — köennt i ebs halfe?

          
",1,fuchs-heimlichi-lieb,9,1,0.1111111111111111,0.0,0.0,0.7034141637283153,0.0,0.6882076833114845,0.0,0.4493024489282108,0.0,0.5542004453650358,0.0,0.7192639220910289
drama,Mejel,F,,,,"
            
MEJEL:

            
Jetz, — nit, — i hab halt gemänt

          
",1,fuchs-heimlichi-lieb,12,1,0.0833333333333333,0.5901166444025474,0.0,0.8855459650604802,0.3660546955344722,0.7336480428881642,0.0,0.2992716125257022,0.0,0.1108400890730071,0.0,0.7596835595584054
drama,Katt,M,domestic_worker,elementary_professions,lower_class,"
            
KATT:

            
So, so, do hesch halt latz gemänt, Mejel.

          
",1,fuchs-heimlichi-lieb,14,2,0.1428571428571428,0.8851749666038211,0.0,1.1658984464927316,0.5490820433017083,0.9686373834171998,0.0,0.2992716125257022,0.0,0.1108400890730071,0.0,0.9623206004399464
drama,Mejel,F,,,,"
            
MEJEL:

            
Na, ze geh i halt wider.

          
",1,fuchs-heimlichi-lieb,10,1,0.1,1.4752916110063683,0.0,1.6319601189741495,0.9151367388361804,1.3324814841049233,0.0,0.2617639034250751,0.0,0.0,0.0,1.276381071129102
drama,Katt,M,domestic_worker,elementary_professions,lower_class,"
            
KATT:

            
Diss isch awer e schnalli Visit gewahn.

          
",1,fuchs-heimlichi-lieb,10,1,0.1,1.4752916110063683,0.0,1.4017624071612562,0.9151367388361804,1.174946702645178,0.0,0.0,0.0,0.0,0.0,1.0131852044077054
drama,Mejel,F,,,,"
            
MEJEL:

            
Alleh, adjeh Katt.

          
",1,fuchs-heimlichi-lieb,7,1,0.1428571428571428,1.4752916110063683,0.0,1.948818148819802,0.9151367388361804,1.7119519050055594,0.0,0.0,0.4515891783960952,0.0,0.0,1.2067778010810375
drama,Katt,M,domestic_worker,elementary_professions,lower_class,"
            
KATT:

            
Adjeh Mejel.

          
",1,fuchs-heimlichi-lieb,5,1,0.2,0.8851749666038211,0.0,1.935168927613845,0.5490820433017083,1.7789784263078698,0.0,0.0,0.9031783567921904,0.0,0.0,0.9950963159912878
drama,Mejel,F,,,,"
            
MEJEL:

            
(geht an d' Dhüer, bliet stehn, kommt schnell zeruck züe de Katt)

            
Isch ar schun do, Katt??

          
",1,fuchs-heimlichi-lieb,26,1,0.0384615384615384,0.5901166444025474,0.0,1.654816446181594,0.3660546955344722,1.543989085778834,0.0,0.0,0.9031783567921904,0.0,0.0,0.7924592751097465
