drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
comedy,Herr GULD,M,pensioner,rentiers,,"
          
Herr Guld

          
(kunnt hinte-n-ine hintersi un schint ebbes
                        z'bschaüe duss)
                    

          
Was fir e herrlige G'stalt!... was fir schöne-n-Aüge!
                       
(er salütiert mit dr Hand)
 Oh, wenn ich doch nur noch e
                        wenig jünger war....
                    

        
",1,lustig-dr-hochzitstag,47,5,0.1063829787234042,,,,,,,,,,,
comedy,Herr KALT,M,businessman,service_and_sales,,"
          
Herr Kalt

          
(sitzt am Tisch; er kehrt si um un steht uf. Fir
                        sich)
                    

          
Aha... dr Herr Guld kunnt wieder ku lüege, eb er si Geld
                        no nitt bol bikunnt...
(lüt)
 Herr Guld, ich wünsch Ene
                        ne güeter Morge!
                    

        
",1,lustig-dr-hochzitstag,50,12,0.24,,,,,,,,,,,
comedy,Herr GULD,M,pensioner,rentiers,,"
          
Herr Guld

          
(kehrt si um)

          
Ah, Sie sin's, Herr Kalt... was macht d'G'sundheit...
                       
(se gàn sich d'Hand)
 geht's allewil?...
                    

        
",2,lustig-dr-hochzitstag,33,6,0.1818181818181818,,,,,,,,,,,
comedy,Herr KALT,M,businessman,service_and_sales,,"
          
Herr Kalt.

          
D'G'sundheit gieng scho, Herr Guld... awer d'G'schàfte,
                        die wànn nitt recht geh...
                    

        
",2,lustig-dr-hochzitstag,21,5,0.238095238095238,,,,,,,,,,,
comedy,Herr GULD,M,pensioner,rentiers,,"
          
Herr Guld.

          
Bàh... 's himpelt e wenig in dem Moment, 's isch wohr,
                        awer 's wird sich scho wieder mache.
                    

          

        
",2,lustig-dr-hochzitstag,25,2,0.08,0.3362591144951975,0.0,0.874594958664989,0.1480827603723403,1.0308372334695846,0.4111067857921194,0.0431645812934906,0.0,0.0,0.1957017183963222,0.9187192509520123
comedy,Herr KALT,M,businessman,service_and_sales,,"
          
Herr Kalt.

          
Ich mag noch so nogeh un nolüege, 's hilft alles nit
                        meh!
                    

        
",2,lustig-dr-hochzitstag,17,2,0.1176470588235294,0.0920956879131721,0.0,0.5913868688917115,0.1633141300106382,0.8428627083193492,0.1507917027450413,0.0431645812934906,0.0,0.0,0.1957017183963222,0.7773912768334836
comedy,Herr GULD,M,pensioner,rentiers,,"
          
Herr Guld

          
(fir sich)

          
Wie schön as se doch g'wachse-n-isch!

        
",3,lustig-dr-hochzitstag,15,3,0.2,0.1617690424693477,0.1495370469546555,0.7428946640474825,0.1421594499574467,0.95322124627392,0.2198440084163357,0.2028120875812278,0.0024249250857511,0.0484985017150234,0.3535912850907873,0.9201726287290966
comedy,Herr KALT,M,businessman,service_and_sales,,"
          
Herr Kalt.

          
's macht mr g'wiss Mieih, Herr Guld... awer ich weiss
                        sicher nitt, wenn ass ich Ihne Ihr Geld wieder ka
                        z'ruckgà...
                    

        
",3,lustig-dr-hochzitstag,29,6,0.2068965517241379,0.1617690424693477,0.1495370469546555,0.6603411627205572,0.1421594499574467,0.8616969597019398,0.2198440084163356,0.2028120875812278,0.0024249250857511,0.0484985017150234,0.2502978535700421,0.8166132865612281
comedy,Herr GULD,M,pensioner,rentiers,,"
          
Herr Guld

          
(fir sich)

          
Ich glaüb misegs, se hat mi vorig ag'làchelt im
                        Duregeh!
                    

        
",3,lustig-dr-hochzitstag,18,3,0.1666666666666666,0.2564912521573464,0.1495370469546555,0.7406580216703886,0.1184662082978722,0.8821233164072128,0.3152984981199055,0.2028120875812278,0.0024249250857511,0.0484985017150234,0.2502978535700421,0.8221022284515394
comedy,Herr KALT,M,businessman,service_and_sales,,"
          
Herr Kalt

          
(mit eme Sifzer)

          
Fünftaüsend Franke!

        
",3,lustig-dr-hochzitstag,10,3,0.3,0.2530704953827879,0.1495370469546555,0.880195727845695,0.1100043362765956,0.9652830855430062,0.308952094103948,0.2028120875812278,0.1664672788996564,0.0484985017150234,0.2502978535700421,0.9874373092056116
